Classifier,feature selection,underSampling,overSampling,cost sensitive,precision,recall,auc,kappa
nb,true,false,false,true,0.5245901639344263,0.32323232323232326,0.6461081402257873,0.35274709510830615
nb,true,false,false,true,0.6111111111111112,0.15714285714285714,0.5709874632409844,0.20729006598571814
nb,true,false,false,true,0.6578947368421053,0.1724137931034483,0.5790245761097352,0.22900679070280977
nb,true,false,false,true,0.5952380952380952,0.20491803278688525,0.5933486198232389,0.2611137050598385
nb,true,false,false,true,0.6025641025641025,0.3219178082191781,0.643925937076622,0.35780846525204923
nb,true,false,false,true,0.6363636363636364,0.33793103448275863,0.6552400270453009,0.38865848497672445
nb,true,false,false,true,0.6136363636363636,0.31213872832369943,0.6393699535528123,0.3501389072156859
nb,true,false,false,true,0.6565656565656566,0.3672316384180791,0.6676533778944855,0.41077381996841555
nb,true,false,false,true,0.6203703703703703,0.43506493506493504,0.6995342234587186,0.4582555924347464
nb,true,false,false,true,0.6422018348623854,0.4375,0.701852253032929,0.46794272190240604
nb,true,false,false,true,0.6435643564356436,0.34574468085106386,0.6566998336869875,0.3880146621579644
nb,true,false,false,true,0.6304347826086957,0.35802469135802467,0.6641131344607827,0.40291678011914167
nb,true,false,false,true,0.5865384615384616,0.4178082191780822,0.6903536350420179,0.4354506188277762
nb,true,false,false,true,0.6415094339622641,0.35051546391752575,0.6581560217877458,0.38916351763268736
